review_id,comment_id,original_sentence,cleaned_sentence,sentence_embedding,food and drinks,people,place,opinions
24,12,"Shiny, pert, ruby jewels of pomegranate finish the picture.",Shiny pert ruby jewels pomegranate finish picture,"[-2.14806928e-01 -1.28324651e-01  7.54647498e-02  1.96681468e-02
  5.85126099e-02 -1.08754529e-01  1.18362296e-01 -1.95196712e-01
 -3.99193694e-02 -3.71865999e-04 -2.91691931e-02  1.14570567e-01
 -7.48926704e-01  1.86869696e-02 -1.22201506e-01 -4.30841015e-03
  1.29398248e-01  1.65930945e-02  4.38182430e-02  1.18822874e-01
 -1.49235810e-01  1.66411348e-02  1.12965319e-01 -8.41214404e-02
 -1.67205276e-01  1.85416817e-01 -1.10779381e-01  5.64644011e-02
  3.41055544e-02 -1.62882709e-02  6.85602099e-02  5.22112718e-02
  3.28922154e-02 -1.73170627e-01 -1.14999201e-02  8.77108356e-03
 -1.54469334e-02  1.02208575e-01  8.49540766e-02  1.59992418e-01
 -3.91353789e-02 -1.49470824e-01  1.06652334e-02  5.58006404e-02
  3.58219809e-02  4.05459168e-03 -1.25655601e-02 -4.45757594e-02
  1.12817608e-02  6.80838155e-02]",1,0,0,0
7,29,"The short, entirely Greek wine list, currently boasting just one retsina, helps it all on its way",short entirely Greek wine list currently boasting one retsina helps way,"[ 1.83338692e-02  4.63180131e-03  3.94892737e-02  6.07299179e-02
  1.03372446e-01  9.30554928e-02  1.61201665e-01 -8.46924172e-02
  1.19014833e-02 -6.74453484e-02 -6.75051946e-02 -6.65089457e-02
 -8.94908272e-01 -7.91084007e-03 -3.04879979e-02  6.78455924e-04
  8.87685435e-02 -2.94503291e-02  1.17256767e-02 -1.29933625e-02
  6.28936343e-02 -5.40413387e-02  1.50329051e-04 -3.24060031e-02
 -1.56282227e-02  2.09905635e-01 -1.60283065e-02 -9.31754294e-03
  4.12224001e-02 -3.66827654e-02  4.86000105e-02  1.49048222e-03
 -2.13288060e-02  7.19796446e-03  1.22324622e-01  1.28871586e-02
  1.94728376e-02  9.36290088e-03  4.22242219e-02  2.36671531e-02
 -5.53728216e-02  4.06821948e-02  9.95048444e-03 -3.38347604e-02
  8.38250914e-02 -8.73203198e-02  3.30223557e-02  6.37144390e-02
 -1.22626658e-01  8.92647661e-03]",1,0,1,1
13,24,"There's also a very short list of Greek wines, by which I mean three, some of which cost a little more.",short list Greek wines mean three cost little,"[ 0.03342217  0.01222191  0.03140319  0.10340238  0.13513652 -0.01800872
  0.16399584 -0.03647046  0.00462212 -0.03668172 -0.02576207 -0.09110268
 -0.89124271  0.04740214 -0.01389427  0.02577237  0.06223373 -0.06767583
 -0.0267042   0.01757412  0.01148273 -0.03411668  0.06641763 -0.0710413
 -0.03718593  0.16615354 -0.0175214  -0.03424212  0.05752497 -0.09484696
  0.06914462  0.04840641  0.05400315  0.05455246  0.07472129  0.03168617
 -0.00647481  0.02045131  0.04350544  0.02227241 -0.13923432 -0.01636784
 -0.00723578 -0.00930593  0.05692799 -0.0989956   0.04420837  0.03461324
 -0.07099915  0.07754326]",1,0,1,0
7,12,It is now short and to the point and rather attractive.,short point rather attractive,"[ 0.0488878  -0.12457799  0.02291278  0.06211042  0.06213039  0.08917263
  0.24327095 -0.03817054 -0.11177516  0.09217461 -0.0337243  -0.00562901
 -0.81208669 -0.07793382 -0.03281116  0.08919096  0.03559264 -0.12596223
 -0.02601125 -0.05991744  0.09956235 -0.0197977   0.09238796 -0.00887739
 -0.09987563  0.12394296 -0.00119831  0.04914067 -0.05781688 -0.06999523
  0.08028344 -0.03170984  0.02727441 -0.07959422  0.08091262  0.06867422
 -0.09606663 -0.05319178  0.09189893 -0.00373981 -0.11111852  0.02518168
  0.09744529  0.00303989  0.07218717 -0.14157306  0.08606189  0.14707379
 -0.09387    -0.01717297]",0,0,1,1
4,2,"Shortly after the starters had been cleared at Toot in Plymouth, plates of individual butter portions were placed on the table",Shortly starters cleared Toot Plymouth plates individual butter portions placed table,"[ 0.0179869  -0.06092516  0.04963584 -0.02325443  0.13149695 -0.02633656
  0.02642666 -0.08181265  0.02380979 -0.13642629  0.04232271 -0.05592277
 -0.77116521 -0.02987091  0.05538068  0.12461937  0.07773163 -0.1110575
 -0.00547952 -0.08352799 -0.08638514 -0.07494266  0.09715208 -0.14312773
 -0.09911957  0.21751839 -0.01457541 -0.00127622 -0.02548771  0.04832193
  0.19999134  0.07006008 -0.03931429 -0.04251737  0.10610669 -0.09639559
 -0.04903307  0.10276547  0.11357205  0.13114717  0.16155237  0.08997832
  0.06265827 -0.02207397  0.10749951 -0.00253374  0.0543787  -0.04659391
  0.10295729  0.15101545]",1,0,1,0
5,41,"But to show willing we share a walnut and cinnamon sponge, and it is a miracle of cake engineering.",show willing share walnut cinnamon sponge miracle cake engineering,"[-0.04216636  0.00761783  0.0120779  -0.00483783  0.15755379 -0.00621698
  0.13742686 -0.09017097  0.06623101 -0.0055843  -0.06335195  0.01688092
 -0.84124952  0.01508838  0.01388269  0.10099349  0.12136845  0.02437818
  0.0687041   0.00935074 -0.14380272 -0.00488643 -0.04672965 -0.02626643
  0.03739372  0.16009831 -0.01970569  0.099678    0.11149464 -0.0808288
  0.1224149  -0.02191196 -0.06159163 -0.07979774 -0.05123713 -0.01205092
  0.07986633 -0.00255537  0.15074435  0.13052138 -0.13428203 -0.07128256
 -0.05076465 -0.05935709  0.10647636 -0.03609878  0.01914103 -0.03764224
 -0.00485438  0.02914327]",1,1,0,1
28,10,on the other side of the city's heart,side city heart,"[-0.09116301 -0.08607856  0.09260619  0.08560742  0.00999393  0.00855786
  0.19906073 -0.04838084 -0.03274117 -0.05654348 -0.04725569 -0.02492364
 -0.81848926 -0.07907846  0.03214969  0.00418745  0.00851478  0.00957847
  0.00548721 -0.18171056 -0.01479152  0.05799599 -0.00775234  0.01912436
  0.01322578  0.19827742 -0.11113392 -0.03573855 -0.06913248  0.03044051
  0.04330527 -0.08116943  0.03534068  0.00084282  0.11492003 -0.05084091
  0.05060822 -0.00799248 -0.05973625  0.09696239 -0.13730136  0.02000918
  0.01382508 -0.01564136 -0.12569639  0.03830244  0.11454169 -0.04224398
  0.20826869  0.09749259]",0,0,1,0
8,30,"The side dishes include half rice and half chips for £3 or, better still, instant noodles with spicy sauce, which is exactly what it says: instant noodles lubricated with a liquor rich in more sichuan peppercorns and five spice",side dishes include half rice half chips 3 better still instant noodles spicy sauce exactly says instant noodles lubricated liquor rich sichuan peppercorns five spice,"[ 0.00843201 -0.02084057  0.05762411 -0.01501439  0.05190032  0.08016378
  0.02578279 -0.0572353   0.01886447 -0.06173927 -0.10799188 -0.09653302
 -0.84032017 -0.03966371  0.04276071  0.03640203  0.07111271 -0.15455565
  0.01775756 -0.02600798 -0.09071482  0.00766056  0.06332333 -0.04989478
  0.04158772  0.19874     0.00379363 -0.02697755 -0.03325754 -0.12687034
  0.00614179  0.08821426 -0.1597335  -0.02416005  0.04099263 -0.03500085
 -0.00585023 -0.00948194  0.11365053  0.14647063 -0.08038282 -0.02637133
 -0.06091121 -0.13474885  0.12022645 -0.05123302  0.10766276  0.0192162
 -0.03832282  0.1101347 ]",1,0,0,0
3,30,"On the side is a long-roasted, sumac-marinated onion.",side long roasted sumac marinated onion,"[ 0.00213274 -0.13158595  0.05166314  0.04211626  0.06189372  0.04564928
  0.0209215   0.03051305 -0.01818102  0.00124155 -0.05591388 -0.07060893
 -0.75029183 -0.09013185  0.02389747 -0.07603489  0.15417645 -0.10901812
  0.15414187 -0.13301004 -0.13525503 -0.0166889   0.13724604 -0.0585946
  0.07072628  0.18206082 -0.07309373  0.03108972 -0.04422405 -0.08845094
  0.03530985  0.12459359 -0.08301024 -0.12865272 -0.00549796 -0.00414416
  0.00317111 -0.050603    0.20993159  0.10369363 -0.11959339 -0.01587367
  0.05120303 -0.02758289  0.16080484  0.07126021  0.20918326 -0.06984416
  0.06643484  0.11546963]",1,0,0,0
22,39,"A side salad doesn't appear, until they suddenly recall it might well have been part of the order and deliver it as we finish our mains",side salad appear suddenly recall might well part order deliver finish mains,"[-0.01850702  0.02690731 -0.01417553 -0.00724505  0.01482332  0.05190939
  0.13898014 -0.01592151  0.03666891  0.02331773 -0.0314545  -0.06795038
 -0.90307822  0.00785473 -0.01712045  0.12854105  0.03975086 -0.06938289
 -0.01797885 -0.10425095 -0.02959968 -0.04294466 -0.00763796  0.02016862
 -0.05986538  0.16089524 -0.02720983  0.0136942   0.00648141 -0.02338787
  0.08436428  0.05294797 -0.05310303 -0.07647026  0.06721979  0.03427608
 -0.04001683 -0.04719732  0.132206    0.08292844 -0.03150933  0.06218934
  0.07147279 -0.04641673  0.10049981 -0.08335373  0.03251669 -0.00958906
 -0.02257537  0.0349035 ]",0,1,0,1
8,11,to the other side of Salford,side Salford,"[-3.75396562e-02 -1.12259864e-01  3.28769122e-02 -9.86498847e-02
 -6.55438582e-02 -2.78217204e-02  7.09532005e-02  2.12166656e-02
 -9.00063949e-02  6.95544322e-04  2.73489078e-02 -7.00603330e-02
 -7.04686669e-01 -5.33640377e-03  1.53810090e-01 -1.89323161e-01
  9.20630648e-02 -5.16161954e-02  4.32760593e-03 -7.99496777e-02
  2.01603257e-02 -1.60226283e-01  3.92278480e-02 -1.83308540e-01
 -1.79330262e-02  2.61102162e-01  4.92793544e-02 -8.77634575e-03
 -1.11500497e-01 -1.04834873e-01  1.06556153e-01 -8.44186022e-02
  1.72734339e-01 -2.82782518e-02  1.48654739e-01  6.26236187e-02
 -7.99223242e-03  1.69296996e-01  2.43453089e-02  1.11432763e-01
  3.00750784e-03  1.33780014e-01  1.09172905e-01  7.22269339e-02
  1.86417652e-02  1.30627802e-01  1.16296360e-01 -5.06209443e-02
  1.74663363e-01  7.50741021e-02]",0,0,1,0
15,14,"On the side is a sweet soy dipping sauce, filled with a very edible silt of black and white sesame seeds.",side sweet soy dipping sauce filled edible silt black white sesame seeds,"[-0.06603344 -0.14414534  0.04936035  0.08366799  0.11280935  0.08407079
  0.07471643 -0.0088257   0.037462   -0.05568623 -0.12368026  0.02718962
 -0.78856334 -0.05910754  0.02037362  0.0165181   0.13731566 -0.13769523
  0.15687811  0.00299543 -0.07557219 -0.02409797  0.07070986 -0.09772232
  0.05515343  0.09005042 -0.1035616  -0.02259659  0.05322561 -0.1302286
  0.06705552  0.09640241 -0.08475588 -0.07115705 -0.07835158 -0.10072628
 -0.02999297  0.04930492  0.08336278  0.13935274 -0.09498967 -0.18313703
 -0.07021158 -0.08226237  0.10840485  0.02982391  0.13851419  0.03768174
  0.04144187  0.0819544 ]",1,0,0,0
13,3,There is no signage on the turquoise frontage.,signage turquoise frontage,"[-0.25556977 -0.27931296 -0.01815769 -0.03314954  0.13413524 -0.03611659
  0.08021686 -0.25289089  0.06535433 -0.18702496 -0.03051473 -0.01461447
 -0.27476597 -0.05649434  0.17195369 -0.06751563  0.14419366  0.0900179
  0.01476049  0.09602326 -0.18124269 -0.10733729  0.00040024 -0.28069305
  0.00327669  0.05875934 -0.16977559  0.23537535  0.00457681  0.02214427
  0.17414392  0.14306772  0.22779453 -0.12764837  0.1507649  -0.22963036
 -0.03214762  0.12273113  0.25498357  0.01145917  0.11919055 -0.09886189
  0.08902126 -0.00756858 -0.06357744  0.04289718  0.03416755  0.03505723
  0.21505204 -0.02195337]",0,0,1,0
27,20,silvery Menai oysters.,silvery Menai oysters,"[-0.19749085 -0.12431661 -0.02189048 -0.04014197 -0.0272938  -0.07318045
 -0.08974078 -0.1735245   0.04064189 -0.16743535 -0.15600541 -0.02860023
 -0.15813448 -0.01253227  0.13798535 -0.06836803  0.23682756 -0.01270201
  0.21992121  0.12153049 -0.04305767 -0.05762173  0.05322156 -0.20501456
 -0.09880287  0.2639156  -0.11872119  0.20475063  0.0340935  -0.11940586
  0.20256359  0.10736566  0.12913059 -0.0196285  -0.2076063  -0.06416214
 -0.08456362  0.00671845  0.1880813   0.14004664  0.34001175  0.07822627
  0.05607196 -0.15951833 -0.10026331  0.16861841  0.07924123  0.00516444
  0.16110608  0.2740652 ]",1,0,0,0
9,14,Simeone quickly clocked Diagne's work ethic.,Simeone quickly clocked Diagne work ethic,"[-0.03495917  0.0426294   0.0270976  -0.1754497   0.02633316  0.18307443
 -0.00656762 -0.11574897 -0.10863921  0.01922767  0.01250634 -0.04486016
 -0.73017603  0.05543742  0.04515809 -0.03285513 -0.00778036 -0.05563407
 -0.06043746 -0.10588601 -0.02108284  0.01751237  0.06780782  0.04324396
 -0.14543279  0.22899418  0.11743198  0.0117397  -0.04192078  0.00813208
 -0.01491212  0.03815604  0.1158593  -0.10926356  0.03569154  0.24998851
  0.04172382  0.07896     0.04239841  0.11360871  0.21062204  0.12023642
  0.15207752  0.04054567  0.06577882 -0.16812297  0.00656264  0.08965238
 -0.10167973  0.03785623]",0,1,0,1
22,36,"There's a similar trick with a plate of chiffon cake, another extremely light sponge made with vegetable oil, served grilled with lightly seasoned and sliced strawberries, their own raspberry ripple ice-cream and a drizzle of olive oil.",similar trick plate chiffon cake another extremely light sponge made vegetable oil served grilled lightly seasoned sliced strawberries raspberry ripple ice cream drizzle olive oil,"[-0.10413339 -0.10018518  0.04939503  0.05292443  0.14130304  0.07017625
 -0.03345172 -0.09625294  0.06436823 -0.09040166 -0.09488161 -0.07082359
 -0.75105673 -0.03340833  0.01191806  0.074104    0.15464819 -0.11189484
  0.077335   -0.03481887 -0.10895258 -0.01546434  0.05828398 -0.0826552
  0.05835913  0.23170596 -0.08900297  0.10505252  0.08317494 -0.07037964
  0.03308677  0.15762595 -0.05868903 -0.10872754 -0.03651089 -0.04790389
 -0.0081479   0.03934659  0.13345422  0.19056189 -0.04810225 -0.13555372
  0.01649933 -0.11930111  0.15188521 -0.04552518  0.09671104  0.00468701
 -0.02794242  0.12836942]",1,0,0,0
17,40,It's as simple as that.,simple,"[ 1.28469830e-02 -1.33881127e-01 -2.00667004e-01  1.95602536e-01
  2.12983302e-01  1.79274069e-01  2.22422507e-01 -9.43014666e-02
 -8.26965543e-02  8.03002945e-02 -5.31847361e-02 -5.26763160e-02
 -5.79930159e-01 -1.40397920e-01 -6.44782865e-02  1.47125573e-01
  1.18033495e-01  1.95273434e-02  3.87933854e-02  2.28413153e-02
 -2.16569793e-02  2.81067783e-02 -1.34097894e-01  6.80214412e-02
 -1.49015392e-01 -2.54819295e-01 -1.60387771e-02 -3.27180023e-02
  4.11797904e-02 -8.96961566e-02 -3.20913496e-02  4.27444559e-04
 -7.76498321e-03  8.18452555e-03  1.77236465e-01  9.85422179e-02
 -6.02670989e-02 -4.70049070e-02  9.08391109e-02 -3.81174681e-02
 -2.59923171e-01 -7.01181669e-02  1.31630690e-01 -7.47412130e-02
  8.78753147e-02 -5.47415162e-02 -1.35650733e-02  2.00174341e-01
 -1.27583062e-01 -8.89473247e-02]",0,0,0,1
20,5,"It's a simple, square room",simple square room,"[-3.12820265e-02 -8.77895271e-02  4.44884507e-02  5.81873728e-02
  1.65072620e-01  3.05327441e-02  2.45504532e-01 -6.59011255e-02
  5.92207908e-03  3.77693877e-02  2.39081310e-03 -9.70989593e-03
 -8.13033046e-01 -8.25657759e-02  2.01302817e-02  6.67573750e-02
  3.58773502e-02 -8.55011761e-03 -1.34252349e-02 -1.97683461e-02
 -5.93580061e-02 -1.70203747e-01 -1.03178748e-01 -5.04957636e-02
 -3.24581587e-02 -8.98212168e-02 -1.24971353e-01 -4.23681382e-02
  3.16333683e-02 -8.72118474e-03  2.09809595e-02 -1.59016638e-02
  2.67308578e-04 -6.08024046e-02  7.88954428e-02  8.40911129e-03
 -2.69641276e-02  4.30491551e-02  1.71862093e-01  6.76399146e-02
 -2.10483430e-01  1.52061566e-01 -3.35077250e-02 -1.82308367e-02
  1.10674737e-01  6.33514835e-02  1.01611447e-01  1.70945169e-02
 -5.98580006e-03  2.20275751e-02]",0,0,1,1
29,15,", I have simply followed the No 3 bus route 10 minutes from my south London home",simply followed 3 bus route 10 minutes south London home,"[ 4.59381667e-02  3.88022267e-02 -2.10389932e-02 -1.75208700e-01
  4.28622432e-03  2.46947241e-04  1.20832913e-01 -4.41044466e-02
 -1.13304154e-02 -6.83963523e-02  1.50483377e-02 -6.31442640e-02
 -8.59823836e-01 -1.39590120e-02  1.02590719e-02  1.06318370e-01
 -5.00270265e-03 -1.32079603e-02 -2.02368921e-01 -5.34485659e-02
  8.00082216e-02 -1.84076941e-01 -3.61044981e-02 -1.18866026e-01
  1.40010183e-03  3.81074035e-02 -6.08581505e-02 -4.48651917e-02
  2.59064848e-02  1.17056297e-02 -1.43889252e-03 -1.32432082e-02
  3.04929324e-02 -1.43465418e-02  1.81190991e-01  5.71214892e-02
 -1.96259821e-02  3.62978769e-02  7.76762646e-02  2.16957804e-02
 -1.41402058e-01  7.16354495e-02 -2.99075263e-02  6.08381554e-02
  3.63293558e-02 -3.03624851e-03 -6.04147820e-04 -3.61622658e-05
  2.61930411e-02  6.08368724e-02]",0,0,1,0
11,31,It's simply a very nice place to be,simply nice place,"[ 0.02768366 -0.06949184 -0.00171785  0.02744577  0.0763357   0.04437087
  0.18585853 -0.06152072 -0.08021084  0.07401341 -0.07504387  0.01185324
 -0.8387283  -0.04278957 -0.05344478  0.17202613  0.06700881 -0.03869968
 -0.12778106 -0.02975408  0.07370557 -0.19145844 -0.04595727  0.0160212
  0.00146375  0.15606154 -0.03160073  0.01880061  0.06075219 -0.07407526
  0.04908603  0.01125859 -0.03483935 -0.03985279  0.15256448  0.11377605
 -0.0464863  -0.04890712  0.06125788  0.08740385 -0.08906042 -0.01042751
  0.06853231  0.01253861  0.07960773 -0.0273487   0.10339529 -0.01458226
  0.01781173 -0.02906124]",0,0,1,1
27,28,It's a single thigh for £6.,single thigh 6,"[-0.13233625 -0.14670867  0.10038001  0.07986665  0.13841553 -0.06334319
  0.27888357  0.0787867   0.05635977  0.12518529  0.02816062 -0.06736834
 -0.60443764 -0.00755387 -0.09373097  0.07525027  0.02357226 -0.02827854
 -0.0403945  -0.20823216 -0.00262196  0.19311976  0.08162377 -0.03897958
  0.01400921  0.21672705 -0.01213405 -0.01187136 -0.14008976 -0.06735082
 -0.07668282 -0.07359823  0.06513603 -0.11078496  0.07199522 -0.11982975
  0.00300637  0.00093051  0.07631926  0.04302317 -0.3066017  -0.07343478
  0.06357973 -0.0694617   0.05003356 -0.27896062  0.09411742  0.11910706
 -0.01016795  0.05568728]",1,0,1,0
11,6,"Which is why I'm sitting in a Zipcar on a Peckham sidestreet, with a foil takeaway container on my lap, trying not to make a mess.",sitting Zipcar Peckham sidestreet foil takeaway container lap trying make mess,"[-0.03782673  0.01683037  0.06256467  0.00235976  0.00230053 -0.07556426
  0.06616942 -0.08020482  0.17305017 -0.06152339  0.01026116  0.00550888
 -0.84299082 -0.07654279 -0.04610872  0.05297819  0.05929875 -0.10874568
 -0.10484358 -0.04055946 -0.02274297 -0.0636151   0.05268898  0.00174666
 -0.04947168  0.24897702 -0.01165194 -0.00964012 -0.05989853 -0.0901407
  0.04635064  0.07737038  0.01224264 -0.05492827 -0.02116605  0.00512033
  0.0011821   0.04527294  0.12208034  0.0875599  -0.00544097  0.11466487
 -0.07655305 -0.03908158  0.17229068  0.03223146  0.11753169  0.05957383
  0.04543665  0.06110041]",1,0,1,0
17,32,six for £1.15 from Asda,six 1 15 Asda,"[-6.32081908e-02  1.81184302e-02  5.09300346e-02 -1.21656333e-01
  3.22747911e-02 -1.15264883e-01  4.53252080e-03 -1.92903661e-02
 -1.21061128e-02 -1.58046993e-01  8.77295788e-02 -1.49349318e-01
 -6.90782125e-01  1.51080056e-01  2.54167674e-02  8.18453252e-02
  1.31781411e-01 -1.99160448e-01 -1.59389670e-01  7.10262659e-02
  6.02447190e-02 -1.43731535e-01  7.73505063e-02 -1.90032030e-01
 -7.86050391e-02  1.78374771e-01 -2.81730099e-02 -1.06541339e-01
  6.13118775e-02 -1.39818618e-01  1.20542471e-01  6.24993372e-03
  5.44468730e-02  1.87807164e-02  8.95397429e-02  9.85318190e-02
 -1.88994487e-02  3.19317442e-02  1.03417478e-02  1.66088845e-02
 -2.85300301e-02  1.30193608e-01 -2.32263098e-01 -2.83153021e-02
  1.67857100e-01 -8.51360568e-02  3.93230339e-04  4.04951517e-02
  3.96772558e-02  1.58896833e-01]",0,0,1,0
12,16,"There are six of us at the table and nine dishes, so let's find out",six us table nine dishes let find,"[ 0.03614991  0.01565032  0.04711079  0.00785697  0.09631175  0.00934355
  0.14274845  0.01561688  0.00853346 -0.04629874 -0.0095969  -0.03376032
 -0.89963571  0.05605364 -0.0609255   0.06284515 -0.02937647 -0.07972011
 -0.07557717 -0.00296461  0.00516734 -0.01177572  0.05548455 -0.07939089
 -0.04673439  0.10035003 -0.03015282  0.04879577  0.03651389  0.00218108
  0.10349922  0.04199351 -0.0207233   0.087917    0.07393025  0.01447037
  0.06460049  0.00287319  0.06880505 -0.00271346 -0.10683699  0.11436958
 -0.05717955  0.02674355  0.13847029 -0.07482935  0.03215634  0.00200855
  0.04351424  0.10863585]",0,1,0,0
11,22,where a sizable portion costs £8.99 as against the £12 at Isibani.,sizable portion costs 8 99 12 Isibani,"[-0.10308335 -0.04466504  0.0064335   0.14150462  0.26205806  0.01128653
 -0.07189878 -0.18428182  0.00371177 -0.22316364  0.09810639 -0.21012743
 -0.45233597  0.07678259  0.12558558  0.25502513  0.22701402  0.00946097
  0.05051234 -0.08782971 -0.11834834 -0.09350268  0.08192993  0.04907507
 -0.09848882  0.33172402  0.09889213 -0.03537256 -0.01508111 -0.01458464
  0.26633506 -0.01529532  0.09927618  0.03379064  0.04180741 -0.00890052
 -0.04503721  0.11906657  0.00174239 -0.09738843  0.16278972 -0.04547688
 -0.04810185 -0.09857891  0.07598966 -0.1901456   0.07299432  0.04346177
  0.01902689  0.19927022]",0,0,1,0
14,0,With sizzling good food at affordable prices,sizzling good food affordable prices,"[-0.01658135 -0.07085401 -0.05815296 -0.03145106  0.14354462  0.05201039
  0.11732815 -0.08123241  0.06723628 -0.17680125 -0.13497005 -0.07462623
 -0.74278509 -0.00742383  0.10151771  0.07125411  0.13350552 -0.09797513
 -0.04993308  0.02914043 -0.11354089 -0.1805523   0.01139087  0.06490621
 -0.08351052  0.23477453  0.00935709  0.11231188  0.04289385 -0.187417
  0.01330789  0.03916569 -0.04189989  0.06781177  0.1209377  -0.08264227
  0.0297605   0.08249086  0.04235948  0.04080687 -0.14645125  0.00458136
  0.02126327 -0.03046402  0.11473578 -0.0609444   0.05758341  0.03198837
 -0.15568378  0.13635547]",1,0,1,1
7,22,"A skewer of lamb souvlaki brings salty, charred meat that has clearly been grilled at speed to save it from being ruined, with a rugged salad and a dish of a lemony tahini dressing.",skewer lamb souvlaki brings salty charred meat clearly grilled speed save ruined rugged salad dish lemony tahini dressing,"[-1.09349378e-01 -5.38870618e-02  7.00016157e-02  1.03157827e-02
  6.34513407e-02  7.86475756e-02 -5.91488041e-02 -4.95408551e-02
  2.01271256e-02 -1.40059632e-01 -6.70826141e-02 -7.57099288e-02
 -7.11980450e-01 -4.47608633e-02  1.18143942e-01  3.35210997e-02
  1.82054641e-01 -1.23743566e-01  1.08501100e-01 -1.42919068e-02
 -1.62396938e-01 -4.49029237e-04  2.29898855e-02 -5.83438297e-02
 -4.76305147e-02  3.36237748e-01 -5.57672066e-02  8.06320360e-02
  8.14494092e-03 -1.12650814e-01  6.20471797e-02  1.50723642e-01
 -4.81413585e-02 -1.04525434e-01 -5.13088268e-02  4.80457825e-03
  1.17572368e-02 -4.63977978e-02  1.64004398e-01  1.26956181e-01
  8.10896567e-02 -6.07968484e-02  2.45974633e-02 -1.49254708e-01
  1.17936689e-01  7.87425976e-02  1.86562488e-01 -3.08366971e-04
  2.82999713e-02  6.81108081e-02]",1,0,0,1
11,17,"The skewered folds of beef served there had been dry and flavourless, unless introduced to the pile of spices sitting far to the side of a plate, like an overly exuberant party guest kept away from everyone else for fear they'll disgrace themselves.",skewered folds beef served dry flavourless unless introduced pile spices sitting far side plate like overly exuberant party guest kept away everyone else fear disgrace,"[-0.01895722  0.03490096  0.0877538   0.06261424  0.04341296  0.06282741
  0.12377803 -0.02049241 -0.00629138 -0.04837684 -0.03317641 -0.03588975
 -0.89717075 -0.07297145 -0.00718572  0.06142232  0.02313571 -0.12348573
 -0.00955341 -0.05727575  0.00833854 -0.05156376  0.02964468  0.00501444
 -0.01577781  0.2438791  -0.02647268 -0.00631639 -0.05114821 -0.03223818
  0.04081413  0.06567293 -0.04223452  0.00165001  0.02102877  0.0178512
 -0.02921151  0.02219571  0.0358259   0.05489109  0.04531922  0.07055947
  0.03827522 -0.05439595  0.11481023 -0.00588334  0.12532189  0.02904263
 -0.02130108  0.06034315]",1,1,0,1
21,29,The skewers menu is just as much fun,skewers menu much fun,"[ 3.28665778e-02  9.60037129e-02 -6.73043235e-04  4.49353605e-02
  1.77158305e-01  1.74649297e-01  7.47664398e-02 -8.85288840e-02
  6.37983872e-02 -7.64117038e-02 -2.25361888e-02  2.19933340e-02
 -7.58815565e-01  1.69011276e-02 -4.92695766e-02  9.08284318e-02
  1.23128504e-01 -1.78875235e-01 -1.35600736e-01  7.55668508e-03
 -9.39355386e-02 -3.95364411e-02 -7.51820748e-02  8.10147365e-02
 -1.90911800e-02  1.71543861e-01 -2.44926796e-02  8.50331523e-02
  5.74088817e-02 -2.14263075e-01 -1.55594187e-02  5.09256024e-02
 -1.08797357e-01 -9.03076899e-02  6.67728292e-03 -3.61604539e-02
  7.92276224e-02 -2.13510288e-02  1.26795027e-01  1.16352497e-01
 -1.50652226e-01 -5.67227528e-02  2.47730307e-02 -5.04537025e-02
  1.47035399e-01  7.71039533e-02 -1.79257416e-02 -9.67877441e-02
 -1.06863169e-01 -3.74020067e-02]",1,0,1,1
6,4,Skilled professionals have turned up to work,Skilled professionals turned work,"[ 0.0655609   0.08324022 -0.08067701 -0.01404745  0.09212047  0.04696726
  0.07342632 -0.11704122 -0.04596541 -0.10630698 -0.06411533  0.08132524
 -0.79362797  0.00752669  0.13638102 -0.04162307  0.02039544 -0.07634159
 -0.05695213 -0.03133251 -0.03794345  0.00209446 -0.05045078 -0.04323882
 -0.03336413  0.28513197 -0.03049931  0.03408727 -0.00285683  0.01578711
  0.10602337 -0.06997988  0.04568127 -0.03242572  0.09188834  0.01499243
  0.00422548  0.13430704 -0.03447029  0.02186533  0.03378667  0.19174717
  0.09806248  0.07099284  0.10428371 -0.08275691  0.03911329  0.17129197
 -0.16199425 -0.04185597]",0,1,0,1
10,35,A slab of roasted turbot for £48 is as good as it should be at that price and comes with a solid romesco sauce.,slab roasted turbot 48 good price comes solid romesco sauce,"[-0.11023902 -0.15875521  0.02860544  0.02105177  0.09631673  0.10369453
 -0.01321492 -0.06224416  0.03205391 -0.1304241  -0.13656234 -0.0337931
 -0.77598039 -0.07345355  0.10755662  0.01972786  0.17157549 -0.08103892
  0.02450822 -0.0121805  -0.18465741 -0.04071164  0.09248625 -0.0426859
  0.03570582  0.22117081  0.02824216 -0.00532239  0.01031033 -0.07149811
  0.0486136   0.15575917 -0.11506128 -0.03938275  0.01045266  0.03202299
  0.02659295  0.04088716  0.11066517  0.18602693 -0.09483763 -0.0724494
  0.07338228 -0.04214333  0.12571326  0.03298419  0.07822932  0.02168268
  0.03436943  0.05483504]",1,0,1,1
